X,Y,tunniste,objektinVoimassaoloaika,haetunDatanVoimassaoloaika,rata,ratanumero,ratakm,pituus,seuraavaKilometrimerkki,icon_url
28.562546879838,64.8671376204914,1.2.246.586.1.41.1007263487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","726","1000",1.2.246.586.1.41.1007273487026,./0.png
29.3979781870003,64.4730319270579,1.2.246.586.1.41.1007263487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","726","1001",1.2.246.586.1.41.1007273487028,./0.png
0,0,1.2.246.586.1.41.1007263617075,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3617075,"713","726","998",1.2.246.586.1.41.1007273617075,./0.png
30.0246676453971,63.3099200941571,1.2.246.586.1.41.1007273158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","727","1040",1.2.246.586.1.41.1007283158070,./0.png
0,0,1.2.246.586.1.41.100727227562940982234157173075,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.227562940982234157173075,006575 LIS,"727","1000",1.2.246.586.1.41.100728227562940982234157173075,./0.png
25.40012823666,64.8016356389338,1.2.246.586.1.41.1007273158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","727","1001",1.2.246.586.1.41.1007283158072,./0.png
24.483858812079,64.6823677197136,1.2.246.586.1.41.1007273486004,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486004,"514","727","943",1.2.246.586.1.41.1007283486004,./0.png
24.483858812079,64.6823677197136,1.2.246.586.1.41.1007273486005,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486005,"515","727","943",1.2.246.586.1.41.1007283486005,./0.png
24.4850514362159,64.6826905797658,1.2.246.586.1.41.1007273486006,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486006,"516","727","999",1.2.246.586.1.41.1007283486006,./0.png
28.5700973966466,64.8755177297344,1.2.246.586.1.41.1007273487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","727","1000",1.2.246.586.1.41.1007283487026,./0.png
29.4183308063128,64.4748899040649,1.2.246.586.1.41.1007273487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","727","1000",1.2.246.586.1.41.1007283487028,./0.png
30.0333418473832,63.3061315893925,1.2.246.586.1.41.1007273617075,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3617075,"713","727","1000",1.2.246.586.1.41.1007283617075,./0.png
30.0179382980714,63.3176196685263,1.2.246.586.1.41.1007283158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","728","990",1.2.246.586.1.41.1007293158070,./0.png
30.0192207094656,63.3084519941296,1.2.246.586.1.41.100728227562940982234157173075,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.227562940982234157173075,006575 LIS,"728",,,./0.png
25.4164201585195,64.8072542374308,1.2.246.586.1.41.1007283158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","728","1000",1.2.246.586.1.41.1007293158072,./0.png
0,0,1.2.246.586.1.41.1007283486004,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486004,"514","728","1010",1.2.246.586.1.41.1007293486004,./0.png
24.4704636556528,64.6761549647415,1.2.246.586.1.41.1007283486005,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486005,"515","728","1010",1.2.246.586.1.41.1007293486005,./0.png
24.4704536552469,64.6764533367092,1.2.246.586.1.41.1007283486006,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486006,"516","728","1020",1.2.246.586.1.41.1007293486006,./0.png
28.5758221726258,64.8841611885849,1.2.246.586.1.41.1007283487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","728","1000",1.2.246.586.1.41.1007293487026,./0.png
29.4389865037776,64.4759351173299,1.2.246.586.1.41.1007283487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","728","1000",1.2.246.586.1.41.1007293487028,./0.png
30.0482392326781,63.3116162218099,1.2.246.586.1.41.1007283617075,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3617075,"713","728","999",1.2.246.586.1.41.1007293617075,./0.png
0,0,1.2.246.586.1.41.10072921463893443358769,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.21463893443358769,LAL 001,"729","1000",1.2.246.586.1.41.10073021463893443358769,./0.png
30.0008132660778,63.3217751682986,1.2.246.586.1.41.1007293158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","729","1000",1.2.246.586.1.41.1007303158070,./0.png
25.4318962868874,64.8133310747512,1.2.246.586.1.41.1007293158072,1921/12/31 22:00:00,2017/11/05 22:00:00,1.2.246.586.1.45.3158072,"008","729","1000",1.2.246.586.1.41.1007303158072,./0.png
0,0,1.2.246.586.1.41.1007293486004,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486004,"514","729",,,./0.png
24.4586849429932,64.6690650262983,1.2.246.586.1.41.1007293486005,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486005,"515","729","959",1.2.246.586.1.41.1007303486005,./0.png
24.4510850942324,64.6727856527374,1.2.246.586.1.41.1007293486006,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486006,"516","729","1000",1.2.246.586.1.41.1007303486006,./0.png
28.5774671451432,64.8929718866631,1.2.246.586.1.41.1007293487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","729","1000",1.2.246.586.1.41.1007303487026,./0.png
29.4590596762904,64.4782175453679,1.2.246.586.1.41.1007293487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","729","996",1.2.246.586.1.41.1007303487028,./0.png
30.066642867808,63.3143291865471,1.2.246.586.1.41.1007293617075,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3617075,"713","729","1000",1.2.246.586.1.41.1007303617075,./0.png
0,0,1.2.246.586.1.41.10073021463893443358769,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.21463893443358769,LAL 001,"730",,,./0.png
0,0,1.2.246.586.1.41.10073021463893443358770,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.21463893443358770,LAL 002,"730","1000",1.2.246.586.1.41.10073121463893443358770,./0.png
29.9817673439191,63.324424748414,1.2.246.586.1.41.1007303158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","730","1002",1.2.246.586.1.41.1007313158070,./0.png
25.4469257783003,64.8195997983686,1.2.246.586.1.41.1007303158072,1921/12/31 22:00:00,2017/11/05 22:00:00,1.2.246.586.1.45.3158072,"008","730","990",1.2.246.586.1.41.1007313158072,./0.png
24.4509332167743,64.660806826685,1.2.246.586.1.41.1007303486005,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486005,"515","730","1000",1.2.246.586.1.41.1007313486005,./0.png
24.4329262379087,64.6683324740744,1.2.246.586.1.41.1007303486006,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486006,"516","730",,,./0.png
28.5773501828222,64.9019439220315,1.2.246.586.1.41.1007303487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","730","1000",1.2.246.586.1.41.1007313487026,./0.png
29.4791667805393,64.4803111225028,1.2.246.586.1.41.1007303487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","730","1003",1.2.246.586.1.41.1007313487028,./0.png
30.0859868933642,63.3164625368765,1.2.246.586.1.41.1007303617075,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3617075,"713","730","1000",1.2.246.586.1.41.1007313617075,./0.png
0,0,1.2.246.586.1.41.10073121463893443358770,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.21463893443358770,LAL 002,"731",,,./0.png
29.96390728308,63.3283845184422,1.2.246.586.1.41.1007313158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","731","1002",1.2.246.586.1.41.1007323158070,./0.png
25.4588224003437,64.8268459362165,1.2.246.586.1.41.1007313158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","731","1000",1.2.246.586.1.41.1007323158072,./0.png
24.440247764906,64.6535457403354,1.2.246.586.1.41.1007313486005,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486005,"515","731","994",1.2.246.586.1.41.1007323486005,./0.png
28.5759330683867,64.9108390868702,1.2.246.586.1.41.1007313487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","731","1000",1.2.246.586.1.41.1007323487026,./0.png
29.4995570772904,64.4821945610703,1.2.246.586.1.41.1007313487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","731","1000",1.2.246.586.1.41.1007323487028,./0.png
30.1051020200086,63.3190384498927,1.2.246.586.1.41.1007313617075,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3617075,"713","731","999",1.2.246.586.1.41.1007323617075,./0.png
29.9475477608039,63.3334580103498,1.2.246.586.1.41.1007323158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","732","1000",1.2.246.586.1.41.1007333158070,./0.png
25.4683575855074,64.8348429276744,1.2.246.586.1.41.1007323158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","732","1003",1.2.246.586.1.41.1007333158072,./0.png
24.4338504279299,64.6450516441862,1.2.246.586.1.41.1007323486005,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486005,"515","732","1000",1.2.246.586.1.41.1007333486005,./0.png
28.5721699496692,64.9195982577109,1.2.246.586.1.41.1007323487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","732","1000",1.2.246.586.1.41.1007333487026,./0.png
29.5198997477591,64.4840695423909,1.2.246.586.1.41.1007323487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","732","994",1.2.246.586.1.41.1007333487028,./0.png
28.5721705790387,64.9195991967726,1.2.246.586.1.41.1007323487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","732","1000",1.2.246.586.1.41.1007333487029,./0.png
30.1243223822874,63.3214000202732,1.2.246.586.1.41.1007323617075,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3617075,"713","732",,,./0.png
29.9311127575672,63.3385250172606,1.2.246.586.1.41.1007333158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","733","1001",1.2.246.586.1.41.1007343158070,./0.png
25.4779406748658,64.8428586691693,1.2.246.586.1.41.1007333158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","733","998",1.2.246.586.1.41.1007343158072,./0.png
24.415751106943,64.6423568042572,1.2.246.586.1.41.1007333486005,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486005,"515","733","1000",1.2.246.586.1.41.1007343486005,./0.png
28.5683752435768,64.9284101443173,1.2.246.586.1.41.1007333487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","733","990",1.2.246.586.1.41.1007343487026,./0.png
29.5401231768862,64.4859305752621,1.2.246.586.1.41.1007333487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","733","1006",1.2.246.586.1.41.1007343487028,./0.png
28.5683724047958,64.9284100768703,1.2.246.586.1.41.1007333487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","733","1000",1.2.246.586.1.41.1007343487029,./0.png
29.9142054920741,63.3433162616492,1.2.246.586.1.41.1007343158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","734","1000",1.2.246.586.1.41.1007353158070,./0.png
25.4874781416702,64.8508355176254,1.2.246.586.1.41.1007343158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","734","1000",1.2.246.586.1.41.1007353158072,./0.png
24.4154261441386,64.6504501877903,1.2.246.586.1.41.1007343486005,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486005,"515","734",,,./0.png
28.5633937774006,64.9370519442666,1.2.246.586.1.41.1007343487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","734","1000",1.2.246.586.1.41.1007353487026,./0.png
29.5605941021964,64.4878122013585,1.2.246.586.1.41.1007343487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","734","1000",1.2.246.586.1.41.1007353487028,./0.png
28.5753074449804,64.935152966861,1.2.246.586.1.41.1007343487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","734","1000",1.2.246.586.1.41.1007353487029,./0.png
29.8973087989117,63.3481002509089,1.2.246.586.1.41.1007353158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","735","1000",1.2.246.586.1.41.1007363158070,./0.png
25.4965138515261,64.858930957943,1.2.246.586.1.41.1007353158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","735","1000",1.2.246.586.1.41.1007363158072,./0.png
28.5585607458837,64.9456707547214,1.2.246.586.1.41.1007353487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","735","1000",1.2.246.586.1.41.1007363487026,./0.png
29.5808929681878,64.4897677003443,1.2.246.586.1.41.1007353487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","735","1000",1.2.246.586.1.41.1007363487028,./0.png
28.5961593926189,64.9337485828619,1.2.246.586.1.41.1007353487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","735","1000",1.2.246.586.1.41.1007363487029,./0.png
29.8804102468391,63.352882927127,1.2.246.586.1.41.1007363158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","736","1001",1.2.246.586.1.41.1007373158070,./0.png
25.4997347575375,64.8677921579727,1.2.246.586.1.41.1007363158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","736","1001",1.2.246.586.1.41.1007373158072,./0.png
28.5535930600997,64.9545271948529,1.2.246.586.1.41.1007363487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","736","1000",1.2.246.586.1.41.1007373487026,./0.png
29.5995496259987,64.4936932467103,1.2.246.586.1.41.1007363487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","736","1000",1.2.246.586.1.41.1007373487028,./0.png
28.6169983836545,64.9322965912421,1.2.246.586.1.41.1007363487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","736","1000",1.2.246.586.1.41.1007373487029,./0.png
29.8634881984268,63.3576677230669,1.2.246.586.1.41.1007373158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","737","1001",1.2.246.586.1.41.1007383158070,./0.png
25.5026515888557,64.8766838832863,1.2.246.586.1.41.1007373158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","737","1001",1.2.246.586.1.41.1007383158072,./0.png
28.5544846037592,64.9633473852925,1.2.246.586.1.41.1007373487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","737","1000",1.2.246.586.1.41.1007383487026,./0.png
29.6177359694364,64.4980542374598,1.2.246.586.1.41.1007373487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","737","1002",1.2.246.586.1.41.1007383487028,./0.png
28.6365062342089,64.9290370357819,1.2.246.586.1.41.1007373487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","737","1000",1.2.246.586.1.41.1007383487029,./0.png
29.8464657668691,63.3623764355308,1.2.246.586.1.41.1007383158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","738","1000",1.2.246.586.1.41.1007393158070,./0.png
25.5055676728883,64.8855715227304,1.2.246.586.1.41.1007383158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","738","1001",1.2.246.586.1.41.1007393158072,./0.png
28.5588158885217,64.972049818677,1.2.246.586.1.41.1007383487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","738","1000",1.2.246.586.1.41.1007393487026,./0.png
29.635939805222,64.502417144854,1.2.246.586.1.41.1007383487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","738","998",1.2.246.586.1.41.1007393487028,./0.png
28.6541421977891,64.9242172162911,1.2.246.586.1.41.1007383487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","738","1000",1.2.246.586.1.41.1007393487029,./0.png
29.8275024729606,63.365097996695,1.2.246.586.1.41.1007393158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","739","1000",1.2.246.586.1.41.1007403158070,./0.png
25.508486975976,64.8944588960884,1.2.246.586.1.41.1007393158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","739","1000",1.2.246.586.1.41.1007403158072,./0.png
28.5652252500753,64.9807135921997,1.2.246.586.1.41.1007393487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","739","1000",1.2.246.586.1.41.1007403487026,./0.png
29.6547611995322,64.5060707700174,1.2.246.586.1.41.1007393487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","739","1000",1.2.246.586.1.41.1007403487028,./0.png
28.6712829539516,64.9191205699464,1.2.246.586.1.41.1007393487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","739","1000",1.2.246.586.1.41.1007403487029,./0.png
29.810377463689,63.3608078268329,1.2.246.586.1.41.1007403158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","740","1001",1.2.246.586.1.41.1007413158070,./0.png
25.5114051973031,64.9033402387746,1.2.246.586.1.41.1007403158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","740","1001",1.2.246.586.1.41.1007413158072,./0.png
28.5717930813124,64.9893560702312,1.2.246.586.1.41.1007403487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","740","1000",1.2.246.586.1.41.1007413487026,./0.png
29.675547817089,64.505661605239,1.2.246.586.1.41.1007403487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","740","994",1.2.246.586.1.41.1007413487028,./0.png
28.6908367008853,64.9157381149688,1.2.246.586.1.41.1007403487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","740","1000",1.2.246.586.1.41.1007413487029,./0.png
29.7908027549606,63.3600642485231,1.2.246.586.1.41.1007413158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","741","1028",1.2.246.586.1.41.1007423158070,./0.png
25.5143175439524,64.9122350132056,1.2.246.586.1.41.1007413158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","741","1000",1.2.246.586.1.41.1007423158072,./0.png
28.5835025736392,64.9967278849457,1.2.246.586.1.41.1007413487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","741","1000",1.2.246.586.1.41.1007423487026,./0.png
29.6961942949619,64.505053366599,1.2.246.586.1.41.1007413487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","741","1000",1.2.246.586.1.41.1007423487028,./0.png
28.7103975754818,64.9123519795636,1.2.246.586.1.41.1007413487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","741","1000",1.2.246.586.1.41.1007423487029,./0.png
29.770851639547,63.3620170915402,1.2.246.586.1.41.1007423158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","742","972",1.2.246.586.1.41.1007433158070,./0.png
25.5172991312467,64.9211031963918,1.2.246.586.1.41.1007423158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","742","1001",1.2.246.586.1.41.1007433158072,./0.png
28.59577259333,65.0039128566676,1.2.246.586.1.41.1007423487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","742","1000",1.2.246.586.1.41.1007433487026,./0.png
29.7167572286334,64.5062058146888,1.2.246.586.1.41.1007423487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","742","1000",1.2.246.586.1.41.1007433487028,./0.png
28.7295719297564,64.9088107185285,1.2.246.586.1.41.1007423487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","742","1000",1.2.246.586.1.41.1007433487029,./0.png
29.7514889307313,63.361367460424,1.2.246.586.1.41.1007433158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","743","1001",1.2.246.586.1.41.1007443158070,./0.png
25.5201604383026,64.9300129308143,1.2.246.586.1.41.1007433158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","743","1000",1.2.246.586.1.41.1007443158072,./0.png
28.6013834106055,65.0125455431778,1.2.246.586.1.41.1007433487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","743","1000",1.2.246.586.1.41.1007443487026,./0.png
29.7369947889666,64.50830610292,1.2.246.586.1.41.1007433487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","743","1000",1.2.246.586.1.41.1007443487028,./0.png
28.7499615388605,64.9110556901587,1.2.246.586.1.41.1007433487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","743","1000",1.2.246.586.1.41.1007443487029,./0.png
29.7318526241932,63.3600037242628,1.2.246.586.1.41.1007443158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","744","1001",1.2.246.586.1.41.1007453158070,./0.png
25.5230856515727,64.9388961819088,1.2.246.586.1.41.1007443158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","744","1000",1.2.246.586.1.41.1007453158072,./0.png
28.6117008944001,65.0202839481495,1.2.246.586.1.41.1007443487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","744","1000",1.2.246.586.1.41.1007453487026,./0.png
29.7571145769679,64.5105904237678,1.2.246.586.1.41.1007443487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","744","1002",1.2.246.586.1.41.1007453487028,./0.png
28.7703191175184,64.9116499503038,1.2.246.586.1.41.1007443487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","744","1000",1.2.246.586.1.41.1007453487029,./0.png
29.7134486767392,63.3634461609827,1.2.246.586.1.41.1007453158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","745","1001",1.2.246.586.1.41.1007463158070,./0.png
25.5198063049003,64.9476053837993,1.2.246.586.1.41.1007453158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","745","1001",1.2.246.586.1.41.1007463158072,./0.png
28.624829672818,65.0274082765735,1.2.246.586.1.41.1007453487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","745","1000",1.2.246.586.1.41.1007463487026,./0.png
29.7769165866093,64.5134169244163,1.2.246.586.1.41.1007453487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","745","996",1.2.246.586.1.41.1007463487028,./0.png
28.7892933255925,64.9077289982785,1.2.246.586.1.41.1007453487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","745","1000",1.2.246.586.1.41.1007463487029,./0.png
29.7031331135778,63.3709653409243,1.2.246.586.1.41.1007463158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","746","1000",1.2.246.586.1.41.1007473158070,./0.png
25.5113897722522,64.9558398519349,1.2.246.586.1.41.1007463158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","746","1001",1.2.246.586.1.41.1007473158072,./0.png
28.6292287080489,65.0358701833409,1.2.246.586.1.41.1007463487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","746","1000",1.2.246.586.1.41.1007473487026,./0.png
29.7966182494761,64.5162250920364,1.2.246.586.1.41.1007463487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","746","1001",1.2.246.586.1.41.1007473487028,./0.png
28.8063820434251,64.9025170598004,1.2.246.586.1.41.1007463487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","746","1000",1.2.246.586.1.41.1007473487029,./0.png
25.5030695131914,64.9641010182976,1.2.246.586.1.41.10074787188376268850,2017/11/25 22:00:00,2017/11/25 22:00:00,1.2.246.586.1.45.87188376268850,OL 202,"747","1002",1.2.246.586.1.41.10074887188376268850,./0.png
29.6960179769392,63.3793482714523,1.2.246.586.1.41.1007473158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","747","1000",1.2.246.586.1.41.1007483158070,./0.png
25.5030070049324,64.9640824416046,1.2.246.586.1.41.1007473158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","747","1002",1.2.246.586.1.41.1007483158072,./0.png
28.6303658298833,65.0447626158154,1.2.246.586.1.41.1007473487026,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487026,"552","747","1000",1.2.246.586.1.41.1007483487026,./0.png
29.8164264206485,64.5190440506117,1.2.246.586.1.41.1007473487028,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487028,"554","747","999",1.2.246.586.1.41.1007483487028,./0.png
28.8244923141167,64.8980290230345,1.2.246.586.1.41.1007473487029,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3487029,"555","747","1000",1.2.246.586.1.41.1007483487029,./0.png
