X,Y,id,oid,tila,janteet,alittav_va,alittav_v0,maaraava_j,hyodylline,hyodyllin0,nykyinen_o,katuosoitt,keskipiste,keskipist0,keskipist1,kokonaispi,tunnus,rataosoitt,sijaintiku,tieosoitte,nimi,nykyinenku,vesivaylao,epajatkuvu,painorajoi,paivitetty,korkeusraj,kayttotark,rakenneluo,sijaintisu,vaylanpito,icon_url
24.2077523153654,65.8505828031807,"862928",1.2.246.578.1.15.1402397,purettu,"numero:1,rakennetyypit:nimi:Teräksinen ristikko, ajorata alhaalla,lyhenne:Tr,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:45,yksikko:metrinumero:2,rakennetyypit:nimi:Teräksinen ristikko, ajorata alhaalla,lyhenne:Tr,jannetyyppi:nimi:Tavallinen,tunnus",,,"1","arvo:5.3,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"372562","7306090","lat:65.8505828010147,lon:24.2077523111638","arvo:101,yksikko:metri",L-2397,"ratanumero:521,ratakilometri:882,etaisyys:242,sijaintiraide:521,nimi:Laurila-Tornio-raja,sijainti:oletus","tunnus:851,nimi:Tornio",,Keropudaksen ratasilta,"nimi:Väylävirasto,yTunnus:1010547-1",sijainti:alittava,,,2022-02-08,,"tunnus:27,nimi:Ratasilta,kuvaus:Vesistön ylittämiseksi rakennettu rautatiesilta","tunnus:S,nimi:Silta",,"tunnus:RAT,nimi:Rataverkko",./0.png
24.1852741617251,65.7891949388394,"862941",1.2.246.578.1.15.1405009,kaytossa,"numero:1,rakennetyypit:nimi:Teräksinen putki,lyhenne:Tputki,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:2.03,yksikko:metri,kohtisuoraPituus:arvo:2.03,yksikko:metri,vapaaaukko:mitta:arvo:2.03,yksikko:metri,kohtisuoraMitta:arvo:2.03,yksikko:metri,ali",,,"1","arvo:9.5,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"371230","7299299","lat:65.7891949366701,lon:24.1852741572773","arvo:2.03,yksikko:metri",L-5009,,"tunnus:851,nimi:Tornio","tienumero:922,tieosa:1,etaisyys:5974,ajorata:0,nimi:Tornio-Röyttä,sijainti:oletus",Niemenjuovan silta,nimi:Lapin ELY-keskus,sijainti:alittava,,,2021-10-14,,"tunnus:11,nimi:Vesistösilta,kuvaus:Vesistön ylittämiseksi rakennettu tiesilta","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.5425673616038,65.794023596809,"863044",1.2.246.578.1.15.1406004,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen jatkuva ulokelaatta,lyhenne:Bjul,jannetyyppi:nimi:Uloke,tunnus:12,pituus:arvo:1,yksikko:metrinumero:2,rakennetyypit:nimi:Teräsbetoninen jatkuva ulokelaatta,lyhenne:Bjul,jannetyyppi:nimi:Tavallinen,tunnus:11,pitu",,,"3","arvo:14.9,yksikko:metri","arvo:19.3,yksikko:metri","nimi:Väylävirasto,yTunnus:1010547-1",,"387589.608","7299150.7971","lat:65.7940235946736,lon:24.5425673599604","arvo:40.21,yksikko:metri",L-6004,"ratanumero:008,ratakilometri:865,etaisyys:279,sijaintiraide:LLA 622,sijainti:oletus,ratanumero:008,ratakilometri:865,etaisyys:279,sijaintiraide:LLA 623,sijainti:oletus,ratanumero:008,ratakilometri:865,etaisyys:279,sijaintiraide:LLA 621,sijainti:oletus,ra","tunnus:241,nimi:Keminmaa","tienumero:89575,tieosa:951,etaisyys:87,ajorata:0,sijainti:alittava,tienumero:19575,tieosa:1,etaisyys:72,ajorata:0,sijainti:alittava,tienumero:89575,tieosa:901,etaisyys:77,ajorata:0,sijainti:alittava",Laurilan alikulkusilta,"nimi:Väylävirasto,yTunnus:1010547-1",,,,2022-05-23,,"tunnus:19,nimi:Alikulkusilta,kuvaus:Rautatiesilta, joka johtaa tien yli","tunnus:S,nimi:Silta",,"tunnus:RAT,nimi:Rataverkko",./0.png
24.5158658393259,65.8007794982216,"863051",1.2.246.578.1.15.1406017,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen jatkuva kaukalopalkki,lyhenne:jBjkaup,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:19,yksikko:metri,vapaaaukko:mitta:arvo:17.8,yksikko:metrinumero:2,rakennetyypit:nimi:Jännitetty betoninen jatkuva kau",,,"2","arvo:6.6,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"386398.4834","7299951.3892","lat:65.8007794960846,lon:24.5158658375439","arvo:102,yksikko:metri",L-6017,"ratanumero:521,ratakilometri:866,etaisyys:749,sijaintiraide:521,nimi:Laurila-Tornio-raja,sijainti:oletus","tunnus:241,nimi:Keminmaa","tienumero:29509,tieosa:34,etaisyys:235,ajorata:0,sijainti:alittava,tienumero:29509,tieosa:23,etaisyys:527,ajorata:0,sijainti:alittava,tienumero:4,tieosa:426,etaisyys:5677,ajorata:1,sijainti:alittava,tienumero:4,tieosa:426,etaisyys:5702,ajorata:2,sijainti",Pikarijängän alikulkusilta,"nimi:Väylävirasto,yTunnus:1010547-1",,,,2022-05-22,,"tunnus:19,nimi:Alikulkusilta,kuvaus:Rautatiesilta, joka johtaa tien yli","tunnus:S,nimi:Silta",,"tunnus:RAT,nimi:Rataverkko",./0.png
24.2874187288842,65.8341470062486,"863052",1.2.246.578.1.15.1406019,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen jatkuva kaukalopalkki,lyhenne:jBjkaup,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:22,yksikko:metri,vapaaaukko:mitta:arvo:20.85,yksikko:metrinumero:2,rakennetyypit:nimi:Jännitetty betoninen jatkuva ka",,,"2","arvo:6.6,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"376117","7304100","lat:65.8341470040921,lon:24.2874187254785","arvo:84.5,yksikko:metri",L-6019,"ratanumero:521,ratakilometri:877,etaisyys:932,sijaintiraide:521,nimi:Laurila-Tornio-raja,sijainti:oletus","tunnus:851,nimi:Tornio","tienumero:89526,tieosa:951,etaisyys:445,ajorata:0,sijainti:alittava,tienumero:19526,tieosa:1,etaisyys:481,ajorata:0,nimi:Raumontie,sijainti:alittava",Kyläjoen alikulkusilta 3,"nimi:Väylävirasto,yTunnus:1010547-1",,,,2022-05-22,,"tunnus:19,nimi:Alikulkusilta,kuvaus:Rautatiesilta, joka johtaa tien yli","tunnus:S,nimi:Silta",,"tunnus:RAT,nimi:Rataverkko",./0.png
24.2781499464363,65.8374611093417,"863053",1.2.246.578.1.15.1406020,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen jatkuva kaukalopalkki,lyhenne:jBjkaup,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:22,yksikko:metri,vapaaaukko:mitta:arvo:20.89,yksikko:metri,alikulkukorkeus:arvo:3.2,yksikko:metrinumero:2,rakennetyyp",,,"2","arvo:6.6,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"375709.9186","7304487.4344","lat:65.8374611071842,lon:24.278149942945","arvo:108,yksikko:metri",L-6020,"ratanumero:521,ratakilometri:878,etaisyys:495,sijaintiraide:521,nimi:Laurila-Tornio-raja,sijainti:oletus","tunnus:851,nimi:Tornio","tienumero:29,tieosa:2,etaisyys:78,ajorata:1,sijainti:alittava,nimi:Kioskitie,sijainti:alittava,tienumero:29515,tieosa:34,etaisyys:142,ajorata:0,sijainti:alittava,tienumero:29,tieosa:2,etaisyys:74,ajorata:2,sijainti:alittava,tienumero:29515,tieosa:23,etai",Kyläjoen alikulkusilta 1,"nimi:Väylävirasto,yTunnus:1010547-1",,,,2022-05-22,,"tunnus:19,nimi:Alikulkusilta,kuvaus:Rautatiesilta, joka johtaa tien yli","tunnus:S,nimi:Silta",,"tunnus:RAT,nimi:Rataverkko",./0.png
24.1430359454408,65.8444778163379,"870751",1.2.246.578.1.15.1405061,liikennointi-lopetettu,"numero:1,rakennetyypit:nimi:Teräsbetoninen putki,lyhenne:Bputki,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:2.4,yksikko:metri,vapaaaukko:mitta:arvo:2.4,yksikko:metri,alikulkukorkeus:arvo:1,yksikko:metri",,,"1","arvo:39,yksikko:metri",,nimi:Tornion kaupunki,,"369579","7305543","lat:65.8444778141628,lon:24.1430359404846","arvo:2.4,yksikko:metri",L-5061,,"tunnus:851,nimi:Tornio","tienumero:29,tieosa:3,etaisyys:2658,nimi:KEMINMAA-TORNIO-RUOTSINRAJA,sijainti:oletus",Rajaväylän silta,nimi:Tornion kaupunki,sijainti:alittava,,,2021-10-07,,"tunnus:11,nimi:Vesistösilta,kuvaus:Vesistön ylittämiseksi rakennettu tiesilta","tunnus:S,nimi:Silta",,,./0.png
24.2070965756512,65.850585594997,"872558",1.2.246.578.1.15.1407262,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen jatkuva ulokepalkki,lyhenne:jBjup,jannetyyppi:nimi:Uloke,tunnus:12,kohtisuoraPituus:arvo:2,yksikko:metrinumero:2,rakennetyypit:nimi:Jännitetty betoninen jatkuva ulokepalkki,lyhenne:jBjup,jannetyyppi:nimi:T",,2.5metri,"2","arvo:7.2,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"372532.1017","7306091.6423","lat:65.8505855928309,lon:24.2070965714424","arvo:96.6,yksikko:metri",L-2481,"ratanumero:521,ratakilometri:882,etaisyys:287,sijaintiraide:521,nimi:Laurila?Tornio-raja,sijainti:oletus","tunnus:851,nimi:Tornio",,Keropudaksen ratasilta,"nimi:Väylävirasto,yTunnus:1010547-1","nimi:Keropudas,sijainti:alittava",,,2022-05-22,,"tunnus:27,nimi:Ratasilta,kuvaus:Vesistön ylittämiseksi rakennettu rautatiesilta","tunnus:S,nimi:Silta",,"tunnus:RAT,nimi:Rataverkko",./0.png
24.1975043484282,65.8349967949875,"872635",1.2.246.578.1.15.1407279,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laattakehä,lyhenne:Blk,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:6.36,yksikko:metri,kohtisuoraPituus:arvo:6.31,yksikko:metri,vapaaaukko:mitta:arvo:6.06,yksikko:metri,kohtisuoraMitta:arvo:6,yksikko:metri,",,,"1","arvo:12.08,yksikko:metri","arvo:16.6,yksikko:metri",nimi:Tornion kaupunki,,"372017","7304375","lat:65.8349967928201,lon:24.1975043441149","arvo:20.23,yksikko:metri",L-2280,,"tunnus:851,nimi:Tornio","tienumero:70922,tieosa:901,etaisyys:779,ajorata:0,nimi:Thurevikinkatu,sijainti:alittava,tienumero:49540,tieosa:1,etaisyys:25,ajorata:0,nimi:Thurevikinkatu Tornio,sijainti:oletus",Thurevikinkadun alikulkukäytävä,nimi:Tornion kaupunki,,,,2021-10-14,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,,./0.png
24.1980078444873,65.8347994945703,"873210",1.2.246.578.1.15.1407274,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laattakehä,lyhenne:Blk,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:6.31,yksikko:metri,kohtisuoraPituus:arvo:6.31,yksikko:metri,vapaaaukko:mitta:arvo:6,yksikko:metri,kohtisuoraMitta:arvo:6,yksikko:metri,ali",,,"1","arvo:16.23,yksikko:metri","arvo:20.32,yksikko:metri","nimi:Väylävirasto,yTunnus:1010547-1",,"372039","7304352","lat:65.8347994924029,lon:24.1980078401796","arvo:20.15,yksikko:metri",L-2279,,"tunnus:851,nimi:Tornio","tienumero:70922,tieosa:954,etaisyys:196,ajorata:0,nimi:Kevyen liikenteen väylä,sijainti:alittava,tienumero:922,tieosa:1,etaisyys:699,ajorata:2,nimi:Tornio-Röyttä,sijainti:oletus,tienumero:922,tieosa:1,etaisyys:699,ajorata:1,nimi:Tornio-Röyttä,sijainti:ol",Kromitien alikulkukäytävä,nimi:Lapin ELY-keskus,,,,2022-05-19,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.4913394330152,65.8175497841799,"873482",1.2.246.578.1.15.1402109,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen jatkuva palkki,lyhenne:jBjp,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:24,yksikko:metri,vapaaaukko:mitta:arvo:22.77,yksikko:metri,kohtisuoraMitta:arvo:19.95,yksikko:metri,alikulkukorkeus:arvo:0.7000",,,"2","arvo:10.5,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"385352","7301864","lat:65.8175497820413,lon:24.4913394310975","arvo:131.06,yksikko:metri",L-2109,,"tunnus:241,nimi:Keminmaa","tienumero:4,tieosa:428,etaisyys:148,ajorata:0,nimi:Helsinki-Utsjoki,sijainti:oletus,tienumero:29510,tieosa:23,etaisyys:348,ajorata:0,sijainti:alittava,tienumero:29510,tieosa:45,etaisyys:353,ajorata:0,sijainti:alittava,tienumero:29,tieosa:1,etaisyys:12,aj",Rajaojan risteyssilta,nimi:Lapin ELY-keskus,,,,2022-03-09,,"tunnus:12,nimi:Risteyssilta,kuvaus:Kahden tien eritasoristeykseen rakennettu, ylijohtavalla tiellä sijaitseva silta","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.3760933201831,65.8285995615193,"873483",1.2.246.578.1.15.1402119,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen jatkuva palkki,lyhenne:jBjp,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:20,yksikko:metri,kohtisuoraPituus:arvo:20,yksikko:metri,vapaaaukko:mitta:arvo:19.1,yksikko:metri,kohtisuoraMitta:arvo:19.1,yksi",,,"1","arvo:6,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"380139","7303310","lat:65.8285995593716,lon:24.3760933175112","arvo:99.55,yksikko:metri",L-2119,,"tunnus:851,nimi:Tornio","tienumero:19528,tieosa:1,etaisyys:6470,ajorata:0,nimi:Laivajärvi pt,sijainti:oletus,tienumero:29,tieosa:1,etaisyys:5575,ajorata:1,nimi:Keminmaa-Tornio-Ruotsinraja,sijainti:alittava,tienumero:29,tieosa:1,etaisyys:5593,ajorata:2,sijainti:alittava",Rakanmäen risteyssilta,nimi:Lapin ELY-keskus,,,,2022-02-16,,"tunnus:12,nimi:Risteyssilta,kuvaus:Kahden tien eritasoristeykseen rakennettu, ylijohtavalla tiellä sijaitseva silta","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.2241797942625,65.8375209143692,"873484",1.2.246.578.1.15.1402133,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen ulokelaatta,lyhenne:Bul,jannetyyppi:nimi:Uloke,tunnus:12,pituus:arvo:2.5,yksikko:metri,kohtisuoraPituus:arvo:2.5,yksikko:metri,vapaaaukko:mitta:arvo:2.1,yksikko:metri,kohtisuoraMitta:arvo:2.1,yksikko:metri,aliku",,,"2","arvo:10.5,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"373247","7304602","lat:65.8375209122053,lon:24.2241797902371","arvo:21,yksikko:metri",L-2133,,"tunnus:851,nimi:Tornio","tienumero:70921,tieosa:976,etaisyys:19,ajorata:0,sijainti:alittava,tienumero:921,tieosa:3,etaisyys:5540,ajorata:0,nimi:Lautiosaari-Tornio,sijainti:oletus",Vuotinsaaren alikulkukäytävä,nimi:Lapin ELY-keskus,,,,2022-05-18,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.2795194571832,65.8375803096498,"873485",1.2.246.578.1.15.1402124,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen jatkuva palkki,lyhenne:jBjp,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:22,yksikko:metri,kohtisuoraPituus:arvo:17.51,yksikko:metri,vapaaaukko:mitta:arvo:20.61,yksikko:metri,kohtisuoraMitta:arvo:16.4,",,,"1","arvo:14.25,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"375773","7304498","lat:65.8375803074924,lon:24.2795194537046","arvo:110,yksikko:metri",L-2124,,"tunnus:851,nimi:Tornio","tienumero:29515,tieosa:34,etaisyys:202,ajorata:0,sijainti:alittava,tienumero:29515,tieosa:23,etaisyys:325,ajorata:0,sijainti:alittava,tienumero:29,tieosa:2,etaisyys:0,ajorata:2,nimi:Keminmaa-Tornio-Ruotsinraja,sijainti:alittava,tienumero:19526,tieosa:1,e",Kyläjoen risteyssilta,nimi:Lapin ELY-keskus,,,,2022-02-16,,"tunnus:12,nimi:Risteyssilta,kuvaus:Kahden tien eritasoristeykseen rakennettu, ylijohtavalla tiellä sijaitseva silta","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.2097818649055,65.8401683852487,"873488",1.2.246.578.1.15.1402136,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen jatkuva palkki,lyhenne:jBjp,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:19,yksikko:metri,kohtisuoraPituus:arvo:19,yksikko:metri,vapaaaukko:mitta:arvo:18.2,yksikko:metri,kohtisuoraMitta:arvo:18.2,yksi",,,"1","arvo:4,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"372603","7304926","lat:65.8401683830829,lon:24.2097818607265","arvo:68.1,yksikko:metri",L-2136,,"tunnus:851,nimi:Tornio","tienumero:70029,tieosa:935,etaisyys:726,ajorata:0,nimi:Vt 29 klv,sijainti:oletus,sijainti:alittava,tienumero:921,tieosa:3,etaisyys:6296,ajorata:0,nimi:Lautiosaari-Tornio,sijainti:alittava,tienumero:70921,tieosa:974,etaisyys:1449,ajorata:0,sijainti:alitta",Vuotinsaaren ylikulkukäytävä,nimi:Lapin ELY-keskus,,,,2022-02-16,,"tunnus:16,nimi:Ylikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien ylitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.2070928294604,65.8401103868956,"873492",1.2.246.578.1.15.1402137,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen jatkuva laatta,lyhenne:Bjl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:16,yksikko:metri,kohtisuoraPituus:arvo:16,yksikko:metri,vapaaaukko:mitta:arvo:14.9,yksikko:metri,kohtisuoraMitta:arvo:14.9,yksikko:met",,,"2","arvo:12.25,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"372480","7304925","lat:65.8401103847294,lon:24.2070928252523","arvo:57,yksikko:metri",L-2137,,"tunnus:851,nimi:Tornio","tienumero:29,tieosa:2,etaisyys:3388,ajorata:2,nimi:Keminmaa-Tornio-Ruotsinraja,sijainti:oletus",Kallioputaan silta,nimi:Lapin ELY-keskus,"nimi:Liakanjoki, Kalliopudas,sijainti:alittava",,,2022-03-25,,"tunnus:11,nimi:Vesistösilta,kuvaus:Vesistön ylittämiseksi rakennettu tiesilta","tunnus:S,nimi:Silta","tunnus:S,nimi:S","tunnus:TIE,nimi:Tieverkko",./0.png
24.1986141665788,65.8419039428117,"873498",1.2.246.578.1.15.1402141,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laattakehä,lyhenne:Blk,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:7.52,yksikko:metri,kohtisuoraPituus:arvo:7.52,yksikko:metri,vapaaaukko:mitta:arvo:7.02,yksikko:metri,kohtisuoraMitta:arvo:7.02,yksikko:met",,,"1","arvo:6,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"372102","7305142","lat:65.8419039406445,lon:24.1986141622774","arvo:9.6,yksikko:metri",L-2141,,"tunnus:851,nimi:Tornio","sijainti:alittava,tienumero:19526,tieosa:2,etaisyys:1179,ajorata:1,nimi:Raumo pt,sijainti:oletus",Röyttän alikulkukäytävä,nimi:Lapin ELY-keskus,,,,2022-05-18,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta","tunnus:W,nimi:W","tunnus:TIE,nimi:Tieverkko",./0.png
24.2085724124755,65.8428310270826,"873499",1.2.246.578.1.15.1402140,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen jatkuva palkki,lyhenne:jBjp,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:16.01,yksikko:metri,kohtisuoraPituus:arvo:16,yksikko:metri,vapaaaukko:mitta:arvo:14.86,yksikko:metri,kohtisuoraMitta:arvo:14.85",,,"1","arvo:14,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"372561","7305225","lat:65.8428310249167,lon:24.2085724082832","arvo:60.73,yksikko:metri",L-2140,,"tunnus:851,nimi:Tornio","tienumero:921,tieosa:3,etaisyys:6621,ajorata:0,nimi:Lautiosaari-Tornio,sijainti:oletus,tienumero:70921,tieosa:974,etaisyys:1749,ajorata:0,nimi:*****,sijainti:oletus",Vuotinsaaren silta,nimi:Lapin ELY-keskus,"nimi:Liakanjoki, Kalliopudas,sijainti:alittava",,,2022-02-16,,"tunnus:11,nimi:Vesistösilta,kuvaus:Vesistön ylittämiseksi rakennettu tiesilta","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.5586298805647,65.7896234642745,"873537",1.2.246.578.1.15.1401531,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laattakehä,lyhenne:Blk,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:9.4,yksikko:metri,kohtisuoraPituus:arvo:9.4,yksikko:metri,vapaaaukko:mitta:arvo:8.6,yksikko:metri,kohtisuoraMitta:arvo:8.6,yksikko:metri,a",,,"1","arvo:9.15,yksikko:metri","arvo:9.15,yksikko:metri","nimi:Väylävirasto,yTunnus:1010547-1",,"388305","7298632","lat:65.7896234621401,lon:24.5586298790004","arvo:18.9,yksikko:metri",L-1531,,"tunnus:240,nimi:Kemi","tienumero:921,tieosa:1,etaisyys:256,ajorata:0,nimi:Lautiosaari-Tornio,sijainti:oletus,tienumero:19517,tieosa:1,etaisyys:1641,ajorata:0,nimi:Lautiosaari pt,sijainti:alittava",Lautiosaaren risteyssilta,nimi:Lapin ELY-keskus,,,,2022-02-16,,"tunnus:12,nimi:Risteyssilta,kuvaus:Kahden tien eritasoristeykseen rakennettu, ylijohtavalla tiellä sijaitseva silta","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.1975498672041,65.8297539276991,"873540",1.2.246.578.1.15.1401546,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen jatkuva palkki,lyhenne:Bjp,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:18,yksikko:metri,kohtisuoraPituus:arvo:18,yksikko:metri,vapaaaukko:mitta:arvo:13.5,yksikko:metri,kohtisuoraMitta:arvo:13.5,yksikko:met",,,"1","arvo:8.5,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"371993","7303791","lat:65.8297539255316,lon:24.1975498628917","arvo:115.6,yksikko:metri",L-1546,,"tunnus:851,nimi:Tornio","tienumero:922,tieosa:1,etaisyys:1247,ajorata:0,nimi:Tornio-Röyttä,sijainti:oletus",Pirkkiön silta,nimi:Lapin ELY-keskus,sijainti:alittava,,,2022-02-16,,"tunnus:11,nimi:Vesistösilta,kuvaus:Vesistön ylittämiseksi rakennettu tiesilta","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.5401982032669,65.8116008476692,"873548",1.2.246.578.1.15.1401621,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen jatkuva laatta,lyhenne:Bjl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:10.44,yksikko:metri,vapaaaukko:mitta:arvo:9.64,yksikko:metri,kohtisuoraMitta:arvo:9.26,yksikko:metri,alikulkukorkeus:arvo:3.2,yksikko:",,,"1","arvo:10.1,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"387558","7301113","lat:65.8116008455337,lon:24.5401982016111","arvo:35.6,yksikko:metri",L-1621,"ratanumero:008,ratakilometri:867,etaisyys:802,sijaintiraide:008 YV-KJÄ,nimi:Laurila-Kemijärvi,sijainti:alittava","tunnus:241,nimi:Keminmaa","tienumero:89534,tieosa:905,etaisyys:1340,ajorata:0,nimi:*****,sijainti:oletus,tienumero:19534,tieosa:1,etaisyys:3489,ajorata:0,nimi:Kallinkangas pt,sijainti:oletus",Kallinkankaan ylikulkusilta,nimi:Lapin ELY-keskus,,,,2022-05-12,,"tunnus:14,nimi:Ylikulkusilta,kuvaus:Rautatien tai raitiotien yli rakennetulla tiellä sijaitseva silta","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.2212465764686,65.83749464953,"873582",1.2.246.578.1.15.1405167,kaytossa,"numero:1,rakennetyypit:nimi:Teräksinen putki,lyhenne:Tputki,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:3,yksikko:metri,vapaaaukko:mitta:arvo:3,yksikko:metri,alikulkukorkeus:arvo:1,yksikko:metri",,,"1","arvo:18,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"373113","7304605","lat:65.8374946473658,lon:24.2212465724124","arvo:3,yksikko:metri",L-5167,,"tunnus:851,nimi:Tornio","tienumero:921,tieosa:3,etaisyys:5672,ajorata:0,nimi:Lautiosaari-Tornio,sijainti:oletus",Vuotinputaan maantien silta,nimi:Lapin ELY-keskus,"nimi:Vuotinpudas,sijainti:alittava",,,2022-02-16,,"tunnus:11,nimi:Vesistösilta,kuvaus:Vesistön ylittämiseksi rakennettu tiesilta","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.1637116553283,65.7687100636818,"874804",1.2.246.578.1.15.1407093,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen jatkuva laatta,lyhenne:Bjl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:10,yksikko:metri,kohtisuoraPituus:arvo:10,yksikko:metri,vapaaaukko:mitta:arvo:9,yksikko:metri,kohtisuoraMitta:arvo:9,yksikko:metrinume",,,"2","arvo:10.5,yksikko:metri","arvo:10.5,yksikko:metri",nimi:Yksityinen,,"370141","7297062","lat:65.7687100615095,lon:24.1637116506304","arvo:71.4,yksikko:metri",L-6026,"ratanumero:520,ratakilometri:893,etaisyys:640,sijaintiraide:520,nimi:Tornio-Röyttä,sijainti:alittava","tunnus:851,nimi:Tornio","nimi:Yksityistie,sijainti:alittava,nimi:Yksityistie,sijainti:oletus",Avestapolaritin ylikulkusilta,nimi:Yksityinen,,,,2022-05-22,,"tunnus:14,nimi:Ylikulkusilta,kuvaus:Rautatien tai raitiotien yli rakennetulla tiellä sijaitseva silta","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
