X,Y,id,oid,tila,janteet,alittav_va,alittav_v0,maaraava_j,hyodylline,hyodyllin0,nykyinen_o,katuosoitt,keskipiste,keskipist0,keskipist1,kokonaispi,tunnus,rataosoitt,sijaintiku,tieosoitte,nimi,nykyinenku,vesivaylao,epajatkuvu,painorajoi,paivitetty,korkeusraj,kayttotark,rakenneluo,sijaintisu,vaylanpito,icon_url
24.5622333137708,65.7744106495895,"862625",1.2.246.578.1.15.1401604,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen jatkuva laatta,lyhenne:Bjl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:13.6,yksikko:metri,kohtisuoraPituus:arvo:11.6,yksikko:metri,vapaaaukko:mitta:arvo:12.9,yksikko:metri,kohtisuoraMitta:arvo:11,yksikko:m",,,"1","arvo:10.5,yksikko:metri","arvo:10.5,yksikko:metri",nimi:Kemin kaupunki,,"388404","7296931","lat:65.7744106474553,lon:24.562233312224","arvo:76.5,yksikko:metri",L-1604,,"tunnus:240,nimi:Kemi","tienumero:926,tieosa:1,etaisyys:2494,ajorata:0,nimi:KEMI-ROVANIEMI,sijainti:oletus,tienumero:4,tieosa:426,etaisyys:1997,ajorata:1,nimi:OULU - ROVANIEMI - UTSJOKI,sijainti:alittava,tienumero:29505,tieosa:12,etaisyys:273,ajorata:0,sijainti:alittava,tienume",Lapintien risteyssilta,nimi:Kemin kaupunki,,,,2022-02-03,,"tunnus:12,nimi:Risteyssilta,kuvaus:Kahden tien eritasoristeykseen rakennettu, ylijohtavalla tiellä sijaitseva silta","tunnus:S,nimi:Silta",,,./0.png
24.5457023512084,65.8045971597198,"862635",1.2.246.578.1.15.1401644,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laatta, elementtirakenteinen,lyhenne:Bl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:4.16,yksikko:metri,vapaaaukko:mitta:arvo:4,yksikko:metri,kohtisuoraMitta:arvo:4,yksikko:metri,alikulkukorkeus:arvo:2.5,yk",,,"1","arvo:10.55,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"387779","7300323","lat:65.8045971575847,lon:24.5457023495804","arvo:4.4,yksikko:metri",L-1644,,"tunnus:241,nimi:Keminmaa","tienumero:19575,tieosa:1,etaisyys:1280,ajorata:0,nimi:Laurila-Tervola pt,sijainti:oletus,tienumero:89575,tieosa:903,etaisyys:85,ajorata:0,sijainti:alittava",Pastilankujan alikulkukäytävä,nimi:Lapin ELY-keskus,,,,2021-10-13,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.1969154813632,65.8207005115233,"862646",1.2.246.578.1.15.1401648,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laatta, elementtirakenteinen,lyhenne:Bl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:4,yksikko:metri,vapaaaukko:mitta:arvo:4,yksikko:metri,alikulkukorkeus:arvo:3,yksikko:metri",,,"1","arvo:8.5,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"371919","7302784","lat:65.8207005093558,lon:24.1969154770443","arvo:4.4,yksikko:metri",L-1648,,"tunnus:851,nimi:Tornio","tienumero:922,tieosa:1,etaisyys:2274,ajorata:0,nimi:Tornio-Röyttä,sijainti:oletus,nimi:Kuntopolku, hiihtolatu,sijainti:alittava",Pirkkiön hiihtoalikulkukäytävä,nimi:Lapin ELY-keskus,,,,2021-10-20,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.5451664473631,65.8012669593565,"862643",1.2.246.578.1.15.1401643,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laatta, elementtirakenteinen,lyhenne:Bl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:6.3,yksikko:metri,vapaaaukko:mitta:arvo:6,yksikko:metri,kohtisuoraMitta:arvo:6,yksikko:metri,alikulkukorkeus:arvo:2.7,yks",,,"1","arvo:10.55,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"387740","7299953","lat:65.8012669572213,lon:24.5451664457325","arvo:6.8,yksikko:metri",L-1643,,"tunnus:241,nimi:Keminmaa","tienumero:19575,tieosa:1,etaisyys:900,ajorata:0,nimi:Laurila-Tervola pt,sijainti:oletus,tienumero:89575,tieosa:902,etaisyys:73,ajorata:0,sijainti:alittava",Kunnantien alikulkukäytävä,nimi:Lapin ELY-keskus,,,,2021-10-13,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.1904686207556,65.7914993177896,"862644",1.2.246.578.1.15.1401645,liikennointi-lopetettu,"numero:1,rakennetyypit:nimi:Teräsbetoninen laatta, elementtirakenteinen,lyhenne:Bl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:4.2,yksikko:metri,vapaaaukko:mitta:arvo:4,yksikko:metri,alikulkukorkeus:arvo:2.5,yksikko:metri",,,"1","arvo:9,yksikko:metri",,nimi:Tornion kaupunki,,"371479","7299545","lat:65.7914993156211,lon:24.1904686163665","arvo:4.4,yksikko:metri",L-1645,,"tunnus:851,nimi:Tornio","tienumero:922,tieosa:2,etaisyys:65,nimi:TORNIO-RÖYTTÄ,sijainti:oletus,nimi:Jk ja pp-tie,sijainti:alittava",Pirkkiön läntinen alikulkukäytävä,nimi:Tornion kaupunki,,,,2021-10-07,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,,./0.png
24.2418386021178,65.8348770354636,"862688",1.2.246.578.1.15.1401774,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen palkki, puolielementtirakenteinen,lyhenne:jBp,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:19.4,yksikko:metri,kohtisuoraPituus:arvo:18.15,yksikko:metri,vapaaaukko:mitta:arvo:18.7,yksikko:metri,kohtisu",,,"1","arvo:3.63,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"374040","7304272","lat:65.8348770333019,lon:24.2418385982743","arvo:86.6,yksikko:metri",L-1774,,"tunnus:851,nimi:Tornio","tienumero:70921,tieosa:945,etaisyys:2184,ajorata:0,nimi:*****,sijainti:oletus",Liakanjoen salmenk. JK ja PT silta,nimi:Lapin ELY-keskus,"nimi:Liakanjoki,sijainti:alittava","edeltavanJanteenNumero:1,pituus:arvo:0.6000000000000001,yksikko:metri,edeltavanJanteenNumero:2,pituus:arvo:0.6000000000000001,yksikko:metri,edeltavanJanteenNumero:3,pituus:arvo:0.6000000000000001,yksikko:metri",,2021-10-13,,"tunnus:20,nimi:Raittisilta,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. liikenteen tai karjan vesistön yli","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.20733288128,65.8403212791107,"862689",1.2.246.578.1.15.1401775,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen palkki, puolielementtirakenteinen,lyhenne:jBp,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:16.9,yksikko:metri,kohtisuoraPituus:arvo:16.9,yksikko:metri,vapaaaukko:mitta:arvo:16.3,yksikko:metri,kohtisuo",,,"2","arvo:3.4,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"372492","7304948","lat:65.8403212769446,lon:24.2073328770744","arvo:58.6,yksikko:metri",L-1775,,"tunnus:851,nimi:Tornio","tienumero:70029,tieosa:935,etaisyys:843,ajorata:0,nimi:Vt 29 klv,sijainti:oletus",Kallioputaan JK ja PT silta,nimi:Lapin ELY-keskus,"nimi:Liakanjoki, Kalliopudas,sijainti:alittava","edeltavanJanteenNumero:1,pituus:arvo:0.6000000000000001,yksikko:metri,edeltavanJanteenNumero:2,pituus:arvo:0.6000000000000001,yksikko:metri",,2021-10-13,,"tunnus:20,nimi:Raittisilta,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. liikenteen tai karjan vesistön yli","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.2867460076084,65.8299331526991,"862691",1.2.246.578.1.15.1401787,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laatta, elementtirakenteinen,lyhenne:Bl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:6.3,yksikko:metri,vapaaaukko:mitta:arvo:6,yksikko:metri,kohtisuoraMitta:arvo:6,yksikko:metri,alikulkukorkeus:arvo:3.2,yks",,,"1","arvo:16.55,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"376066","7303632","lat:65.8299331505425,lon:24.2867460041968","arvo:6.8,yksikko:metri",L-1787,,"tunnus:851,nimi:Tornio","tienumero:70921,tieosa:963,etaisyys:2602,ajorata:0,sijainti:alittava,tienumero:921,tieosa:3,etaisyys:2576,ajorata:2,nimi:Lautiosaari-Tornio,sijainti:oletus,tienumero:921,tieosa:3,etaisyys:2576,ajorata:1,nimi:Lautiosaari-Tornio,sijainti:oletus",Kyläjoen alikulkukäytävä,nimi:Lapin ELY-keskus,,,,2021-10-14,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.2979850820969,65.8269894739136,"862693",1.2.246.578.1.15.1401793,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen palkki, puolielementtirakenteinen,lyhenne:jBp,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:17.4,yksikko:metri,kohtisuoraPituus:arvo:17.4,yksikko:metri,vapaaaukko:mitta:arvo:16.8,yksikko:metri,kohtisuo",,,"1","arvo:3.7,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"376565","7303282","lat:65.8269894717582,lon:24.2979850787869","arvo:22.8,yksikko:metri",L-1793,,"tunnus:851,nimi:Tornio","tienumero:70921,tieosa:963,etaisyys:1955,ajorata:0,nimi:*****,sijainti:oletus",Kyläjoen JK ja PT silta,nimi:Lapin ELY-keskus,"nimi:Kyläjoki,sijainti:alittava",,,2021-10-13,,"tunnus:20,nimi:Raittisilta,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. liikenteen tai karjan vesistön yli","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.2865532645365,65.8303068333733,"862694",1.2.246.578.1.15.1401788,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laatta, elementtirakenteinen,lyhenne:Bl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:6.3,yksikko:metri,vapaaaukko:mitta:arvo:6,yksikko:metri,kohtisuoraMitta:arvo:6,yksikko:metri,alikulkukorkeus:arvo:3.2,yks",,,"1","arvo:12.1,yksikko:metri","arvo:12.65,yksikko:metri","nimi:Väylävirasto,yTunnus:1010547-1",,"376059","7303674","lat:65.8303068312168,lon:24.2865532611231","arvo:15,yksikko:metri",L-1788,,"tunnus:851,nimi:Tornio","tienumero:70921,tieosa:945,etaisyys:56,ajorata:0,sijainti:alittava,tienumero:19526,tieosa:1,etaisyys:45,ajorata:0,nimi:Raumo pt,sijainti:oletus",Ala-Raumon PT:n alikulkukäytävä,nimi:Lapin ELY-keskus,,,,2022-05-18,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.222437612955,65.8396532148295,"862701",1.2.246.578.1.15.1401817,purettu,"numero:1,rakennetyypit:nimi:Teräsbetoninen laatta, elementtirakenteinen,lyhenne:Bl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:6.4,yksikko:metri,vapaaaukko:mitta:arvo:6,yksikko:metri,kohtisuoraMitta:arvo:6,yksikko:metri,alikulkukorkeus:arvo:2.5,yks",,,"1","arvo:10.55,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"373178","7304843","lat:65.8396532126654,lon:24.2224376089112","arvo:12.2,yksikko:metri",L-1817,,"tunnus:851,nimi:Tornio","tienumero:21,tieosa:103,etaisyys:6279,nimi:Kemi-Kilpisjärvi,sijainti:oletus,nimi:Jk ja pp-tie,sijainti:alittava",Karinpään alikulkukäytävä,nimi:Lapin ELY-keskus,,,,2021-10-12,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.4400789312101,65.808001502452,"862706",1.2.246.578.1.15.1401814,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen palkki, puolielementtirakenteinen,lyhenne:jBp,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:15.4,yksikko:metri,kohtisuoraPituus:arvo:15.4,yksikko:metri,vapaaaukko:mitta:arvo:14.5,yksikko:metri,kohtisuo",,,"1","arvo:3.5,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"382967","7300895","lat:65.8080015003096,lon:24.4400789289826","arvo:70.6,yksikko:metri",L-1814,,"tunnus:851,nimi:Tornio","tienumero:70921,tieosa:960,etaisyys:2463,ajorata:0,nimi:*****,sijainti:oletus",Kaakamojoen JK ja PT silta,nimi:Lapin ELY-keskus,"nimi:Kaakamojoki,sijainti:alittava","edeltavanJanteenNumero:1,pituus:arvo:0.6000000000000001,yksikko:metri,edeltavanJanteenNumero:2,pituus:arvo:0.6000000000000001,yksikko:metri,edeltavanJanteenNumero:3,pituus:arvo:0.6000000000000001,yksikko:metri",,2022-05-18,,"tunnus:20,nimi:Raittisilta,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. liikenteen tai karjan vesistön yli","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.2476910830184,65.8340306087436,"862707",1.2.246.578.1.15.1401819,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laatta, elementtirakenteinen,lyhenne:Bl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:6.3,yksikko:metri,vapaaaukko:mitta:arvo:6,yksikko:metri,kohtisuoraMitta:arvo:6,yksikko:metri,alikulkukorkeus:arvo:2.5,yks",,,"1","arvo:10.5,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"374303","7304166","lat:65.8340306065825,lon:24.2476910792337","arvo:12,yksikko:metri",L-1819,,"tunnus:851,nimi:Tornio","tienumero:921,tieosa:3,etaisyys:4407,ajorata:0,nimi:Lautiosaari-Tornio,sijainti:oletus,tienumero:70921,tieosa:970,etaisyys:641,ajorata:0,sijainti:alittava",Pruikkosenpään alikulkukäytävä,nimi:Lapin ELY-keskus,,,,2021-10-13,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.2340296619304,65.83598421279,"862708",1.2.246.578.1.15.1401820,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laatta, elementtirakenteinen,lyhenne:Bl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:6.3,yksikko:metri,vapaaaukko:mitta:arvo:6,yksikko:metri,kohtisuoraMitta:arvo:6,yksikko:metri,alikulkukorkeus:arvo:2.5,yks",,,"1","arvo:12,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"373689","7304411","lat:65.8359842106273,lon:24.2340296580074","arvo:12.2,yksikko:metri",L-1820,,"tunnus:851,nimi:Tornio","tienumero:921,tieosa:3,etaisyys:5060,ajorata:0,nimi:Lautiosaari-Tornio,sijainti:oletus,tienumero:70921,tieosa:975,etaisyys:21,ajorata:0,sijainti:alittava",Ruohokarin alikulkukäytävä,nimi:Lapin ELY-keskus,,,,2021-10-13,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.240225322641,65.849501226895,"862730",1.2.246.578.1.15.1401870,kaytossa,"numero:1,rakennetyypit:nimi:Teräksinen jatkuva palkki, teräsbetonikantinen, liittorakenteinen,lyhenne:Tjpbl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:35.5,yksikko:metri,vapaaaukko:mitta:arvo:34.3,yksikko:metri,kohtisuoraMitta:arvo:34.3,yksikko:me",,,"1","arvo:10.86,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"374038","7305904","lat:65.849501224733,lon:24.2402253187804","arvo:129,yksikko:metri",L-1870,,"tunnus:851,nimi:Tornio","tienumero:19526,tieosa:1,etaisyys:3355,ajorata:0,nimi:Raumo pt,sijainti:oletus,tienumero:89526,tieosa:905,etaisyys:579,ajorata:0,nimi:*****,sijainti:oletus",Alaraumon silta,nimi:Lapin ELY-keskus,"nimi:Liakanjoki,sijainti:alittava",,,2022-01-26,,"tunnus:11,nimi:Vesistösilta,kuvaus:Vesistön ylittämiseksi rakennettu tiesilta","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.1961186910508,65.8454947427749,"862731",1.2.246.578.1.15.1401862,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laattakehä,lyhenne:Blk,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:6.45,yksikko:metri,vapaaaukko:mitta:arvo:6,yksikko:metri,kohtisuoraMitta:arvo:5.61,yksikko:metri,alikulkukorkeus:arvo:2.67,yksikko:metri",,,"1","arvo:10.5,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"372006","7305547","lat:65.8454947406073,lon:24.1961186867213","arvo:18.6,yksikko:metri",L-1862,,"tunnus:851,nimi:Tornio","tienumero:19526,tieosa:2,etaisyys:711,ajorata:0,nimi:Raumo pt,sijainti:oletus,nimi:Jk ja pp-tie,sijainti:alittava",Muuntamon alikulkukäytävä,nimi:Lapin ELY-keskus,,,,2021-10-13,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.5946016947581,65.808578580372,"862734",1.2.246.578.1.15.1401873,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laatta, elementtirakenteinen,lyhenne:Bl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:6.4,yksikko:metri,vapaaaukko:mitta:arvo:6,yksikko:metri,alikulkukorkeus:arvo:2.5,yksikko:metri",,,"1","arvo:8.5,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"390031","7300680","lat:65.8085785782396,lon:24.5946016933591","arvo:7.4,yksikko:metri",L-1873,,"tunnus:241,nimi:Keminmaa","tienumero:926,tieosa:2,etaisyys:1291,ajorata:0,nimi:Kemi-Rovaniemi,sijainti:oletus,tienumero:70926,tieosa:908,etaisyys:48,ajorata:0,nimi:Jk ja pp-tie,sijainti:alittava",Pölhön alikulkukäytävä,nimi:Lapin ELY-keskus,,,,2021-10-13,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.1683353602993,65.8569526913035,"862735",1.2.246.578.1.15.1401884,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laatta, elementtirakenteinen,lyhenne:Bl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:9.23,yksikko:metri,kohtisuoraPituus:arvo:6.3,yksikko:metri,vapaaaukko:mitta:arvo:8.79,yksikko:metri,kohtisuoraMitta:arvo:",,,"1","arvo:19,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"370796","7306880","lat:65.8569526891321,lon:24.1683353556498","arvo:13.5,yksikko:metri",L-1884,,"tunnus:851,nimi:Tornio","tienumero:21,tieosa:105,etaisyys:1567,ajorata:0,nimi:Tornio-Kilpisjärvi,sijainti:oletus,sijainti:alittava,tienumero:70021,tieosa:908,etaisyys:95,ajorata:0,sijainti:alittava",Isopalon alikulkukäytävä,nimi:Lapin ELY-keskus,,,,2022-01-26,,"tunnus:15,nimi:Alikulkukäytävä,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. lähiliikenteen tai karjan tien alitse","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.1672136735016,65.8683174140173,"862748",1.2.246.578.1.15.1401903,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen palkki, puolielementtirakenteinen,lyhenne:jBp,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:20.75,yksikko:metri,vapaaaukko:mitta:arvo:20,yksikko:metri,kohtisuoraMitta:arvo:17.37,yksikko:metri,alikulkuk",,,"1","arvo:3.5,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"370802","7308148","lat:65.8683174118459,lon:24.167213668838","arvo:48.7,yksikko:metri",L-1903,,"tunnus:851,nimi:Tornio","tienumero:70021,tieosa:954,etaisyys:1534,ajorata:0,nimi:VT 21:n KEVYEN LIIKENTEEN VÄYLÄT,sijainti:oletus",Kivirannan JK ja PT silta,nimi:Lapin ELY-keskus,sijainti:alittava,"edeltavanJanteenNumero:1,pituus:arvo:0.5,yksikko:metri",,2021-10-14,,"tunnus:20,nimi:Raittisilta,kuvaus:Silta, joka johtaa kevyen-, traktori- yms. liikenteen tai karjan vesistön yli","tunnus:S,nimi:Silta",,"tunnus:TIE,nimi:Tieverkko",./0.png
24.5338409401754,65.7669169165242,"862758",1.2.246.578.1.15.1401933,kaytossa,"numero:1,rakennetyypit:nimi:Jännitetty betoninen palkki,lyhenne:jBp,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:15.4,yksikko:metri,vapaaaukko:mitta:arvo:14.8,yksikko:metri,alikulkukorkeus:arvo:0.68,yksikko:metri",,,"1","arvo:11,yksikko:metri",,nimi:Kemin kaupunki,,"387072","7296147","lat:65.7669169143882,lon:24.5338409384884","arvo:20.6,yksikko:metri",L-1933,,"tunnus:240,nimi:Kemi",,Ainolan silta,nimi:Kemin kaupunki,,,,2022-02-03,,"tunnus:11,nimi:Vesistösilta,kuvaus:Vesistön ylittämiseksi rakennettu tiesilta","tunnus:S,nimi:Silta",,,./0.png
24.3011948621634,65.8304219831007,"862759",1.2.246.578.1.15.1402394,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laatta, elementtirakenteinen,lyhenne:Bl,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:12,yksikko:metri,vapaaaukko:mitta:arvo:10,yksikko:metri",,,"1","arvo:6.2,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"376728","7303658","lat:65.8304219809457,lon:24.3011948588817","arvo:17,yksikko:metri",L-2394,"ratanumero:521,ratakilometri:877,etaisyys:157,sijaintiraide:521,nimi:Laurila-Tornio-raja,sijainti:oletus","tunnus:851,nimi:Tornio",,Kyläjoen ratasilta,"nimi:Väylävirasto,yTunnus:1010547-1",sijainti:alittava,,,2022-05-22,,"tunnus:27,nimi:Ratasilta,kuvaus:Vesistön ylittämiseksi rakennettu rautatiesilta","tunnus:S,nimi:Silta",,"tunnus:RAT,nimi:Rataverkko",./0.png
24.5228826364457,65.8582731914158,"862920",1.2.246.578.1.15.1405088,kaytossa,"numero:1,rakennetyypit:nimi:Teräksinen putki,lyhenne:Tputki,jannetyyppi:nimi:Tavallinen,tunnus:11,vapaaaukko:mitta:arvo:4,yksikko:metri,alikulkukorkeus:arvo:0,yksikko:metri",,,"1","arvo:14.5,yksikko:metri",,nimi:Kemin kaupunki,,"386972","7306343","lat:65.8582731892794,lon:24.5228826346996","arvo:4.02,yksikko:metri",L-5088,,"tunnus:240,nimi:Kemi",,Makeavesikanavan silta,nimi:Kemin kaupunki,,,,2021-02-24,,"tunnus:11,nimi:Vesistösilta,kuvaus:Vesistön ylittämiseksi rakennettu tiesilta","tunnus:S,nimi:Silta",,,./0.png
24.4756088819075,65.8069668822422,"862922",1.2.246.578.1.15.1402391,kaytossa,"numero:1,rakennetyypit:nimi:Teräksinen levypalkki, ajorata ylhäällä,lyhenne:Tlevyp,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:10,yksikko:metri",,,"1","arvo:5,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"384586","7300714","lat:65.8069668801024,lon:24.4756088798989","arvo:18,yksikko:metri",L-2391,"ratanumero:521,ratakilometri:868,etaisyys:710,sijaintiraide:521,nimi:Laurila-Tornio-raja,sijainti:oletus","tunnus:851,nimi:Tornio",,Kiikkaranojan ratasilta,"nimi:Väylävirasto,yTunnus:1010547-1",sijainti:alittava,,,2022-05-23,,"tunnus:27,nimi:Ratasilta,kuvaus:Vesistön ylittämiseksi rakennettu rautatiesilta","tunnus:S,nimi:Silta",,"tunnus:RAT,nimi:Rataverkko",./0.png
24.169147186321,65.8571472745635,"862926",1.2.246.578.1.15.1402398,kaytossa,"numero:1,rakennetyypit:nimi:Teräsbetoninen laattakehä,lyhenne:Blk,jannetyyppi:nimi:Tavallinen,tunnus:11,pituus:arvo:6.6,yksikko:metri,vapaaaukko:alikulkukorkeus:arvo:2.6,yksikko:metri",,,"1","arvo:6,yksikko:metri",,"nimi:Väylävirasto,yTunnus:1010547-1",,"370834","7306900","lat:65.8571472723922,lon:24.1691471816811","arvo:13,yksikko:metri",L-2398,"ratanumero:521,ratakilometri:884,etaisyys:635,sijaintiraide:521,nimi:Tornio-Kolari,sijainti:oletus","tunnus:851,nimi:Tornio","tienumero:70021,tieosa:909,etaisyys:0,ajorata:0,sijainti:alittava,tienumero:70021,tieosa:908,etaisyys:45,ajorata:0,sijainti:alittava",Kivirannan alikäytävä,"nimi:Väylävirasto,yTunnus:1010547-1",,,,2022-05-23,,"tunnus:29,nimi:Alikäytävä,kuvaus:Rautatiesilta, joka johtaa kevyen-, traktori- yms. lähiliikenteen rautatien ali","tunnus:S,nimi:Silta",,"tunnus:RAT,nimi:Rataverkko",./0.png
